,Time,TotalTraffic,AverageTraffic,SpecialVehicles
0,0.1,0,0.0,[]
1,0.2,4,0.15277777777777776,[]
2,0.30000000000000004,7,0.24999999999999997,[]
3,0.4,11,0.38888888888888884,[]
4,0.5,14,0.4861111111111111,[]
5,0.6,14,0.4861111111111111,[]
6,0.7,16,0.5972222222222222,[]
7,0.7999999999999999,18,0.5972222222222222,[]
8,0.8999999999999999,21,0.8194444444444443,[]
9,0.9999999999999999,22,0.763888888888889,[]
10,1.0999999999999999,26,0.8888888888888888,[]
11,1.2,28,0.986111111111111,[]
12,1.3,32,1.0694444444444444,[]
13,1.4000000000000001,36,1.1805555555555556,[]
14,1.5000000000000002,39,1.3333333333333333,[]
15,1.6000000000000003,43,1.4027777777777777,[]
16,1.7000000000000004,45,1.5277777777777777,[]
17,1.8000000000000005,47,1.5555555555555554,[]
18,1.9000000000000006,51,1.6805555555555554,[]
19,2.0000000000000004,53,1.75,[]
20,2.1000000000000005,56,1.8194444444444446,[]
21,2.2000000000000006,60,2.0,[]
22,2.3000000000000007,61,2.013888888888889,[]
23,2.400000000000001,65,2.138888888888889,[]
24,2.500000000000001,67,2.2083333333333335,[]
25,2.600000000000001,71,2.347222222222222,[]
26,2.700000000000001,74,2.4305555555555554,[]
27,2.800000000000001,76,2.486111111111111,[]
28,2.9000000000000012,80,2.638888888888889,[]
29,3.0000000000000013,84,2.777777777777778,[]
30,3.1000000000000014,88,2.902777777777778,[]
31,3.2000000000000015,92,3.0555555555555554,[]
32,3.3000000000000016,95,3.1666666666666665,[]
33,3.4000000000000017,99,3.2916666666666665,[]
34,3.5000000000000018,102,3.388888888888889,[]
35,3.600000000000002,106,3.5694444444444446,[]
36,3.700000000000002,108,3.5833333333333335,[]
37,3.800000000000002,112,3.7083333333333335,[]
38,3.900000000000002,114,3.7916666666666665,[]
39,4.000000000000002,118,3.8888888888888893,[]
40,4.100000000000001,122,4.041666666666667,[]
41,4.200000000000001,126,4.166666666666667,[]
42,4.300000000000001,129,4.263888888888889,[]
43,4.4,132,4.375,[]
44,4.5,134,4.416666666666667,[]
45,4.6,135,4.430555555555556,[]
46,4.699999999999999,137,4.583333333333333,[]
47,4.799999999999999,139,4.569444444444444,[]
48,4.899999999999999,141,4.597222222222222,[]
49,4.999999999999998,145,4.777777777777778,[]
50,5.099999999999998,146,4.805555555555555,[]
51,5.1999999999999975,146,4.736111111111112,[]
52,5.299999999999997,139,4.444444444444445,[]
53,5.399999999999997,136,4.347222222222222,[]
54,5.4999999999999964,129,4.097222222222222,[]
55,5.599999999999996,127,4.041666666666667,[]
56,5.699999999999996,124,4.0,[]
57,5.799999999999995,125,4.111111111111111,[]
58,5.899999999999995,123,4.083333333333333,[]
59,5.999999999999995,122,4.208333333333333,[]
60,6.099999999999994,123,4.111111111111112,[]
61,6.199999999999994,123,4.152777777777778,[]
62,6.299999999999994,124,4.222222222222222,[]
63,6.399999999999993,125,4.277777777777778,[]
64,6.499999999999993,129,4.597222222222222,[]
65,6.5999999999999925,130,4.652777777777778,[]
66,6.699999999999992,132,4.638888888888888,[]
67,6.799999999999992,131,4.583333333333333,[]
68,6.8999999999999915,134,4.694444444444444,[]
69,6.999999999999991,138,4.861111111111111,[]
70,7.099999999999991,142,5.027777777777778,[]
71,7.19999999999999,145,5.138888888888888,[]
72,7.29999999999999,149,5.319444444444444,[]
73,7.39999999999999,153,5.555555555555556,[]
74,7.499999999999989,157,5.736111111111112,[]
75,7.599999999999989,159,5.708333333333333,[]
76,7.699999999999989,163,5.888888888888889,[]
77,7.799999999999988,162,5.6944444444444455,[]
78,7.899999999999988,162,5.541666666666667,[]
79,7.999999999999988,161,5.555555555555556,[]
80,8.099999999999987,155,5.083333333333333,[]
81,8.199999999999987,155,5.208333333333333,[]
82,8.299999999999986,151,4.944444444444445,[]
83,8.399999999999986,146,4.736111111111111,[]
84,8.499999999999986,146,4.791666666666667,[]
85,8.599999999999985,144,4.791666666666667,[]
86,8.699999999999985,142,4.763888888888889,[]
87,8.799999999999985,144,4.875,[]
88,8.899999999999984,143,4.847222222222222,[]
89,8.999999999999984,146,4.972222222222222,[]
90,9.099999999999984,146,5.013888888888888,[]
91,9.199999999999983,150,5.166666666666667,[]
92,9.299999999999983,154,5.375,[]
93,9.399999999999983,158,5.625,[]
94,9.499999999999982,162,5.777777777777779,[]
95,9.599999999999982,164,5.888888888888889,[]
96,9.699999999999982,167,6.055555555555556,[]
97,9.799999999999981,171,6.25,[]
98,9.89999999999998,175,6.458333333333333,[]
99,9.99999999999998,179,6.541666666666667,[]
100,10.09999999999998,181,6.625,[]
101,10.19999999999998,185,6.736111111111111,[]
102,10.29999999999998,189,6.944444444444444,[]
103,10.399999999999979,192,6.986111111111111,[]
104,10.499999999999979,196,7.152777777777778,[]
105,10.599999999999978,198,7.236111111111111,[]
106,10.699999999999978,199,7.3194444444444455,[]
107,10.799999999999978,200,7.361111111111112,[]
108,10.899999999999977,201,7.5,[]
109,10.999999999999977,199,7.402777777777779,[]
110,11.099999999999977,200,7.472222222222221,[]
111,11.199999999999976,202,7.583333333333333,[]
112,11.299999999999976,205,7.708333333333333,[]
113,11.399999999999975,209,7.916666666666667,[]
114,11.499999999999975,211,7.986111111111112,[]
115,11.599999999999975,213,8.055555555555555,[]
116,11.699999999999974,217,8.166666666666666,[]
117,11.799999999999974,219,8.23611111111111,[]
118,11.899999999999974,222,8.347222222222223,[]
119,11.999999999999973,226,8.569444444444445,[]
120,12.099999999999973,228,8.555555555555555,[]
121,12.199999999999973,232,8.680555555555555,[]
122,12.299999999999972,234,8.75,[]
123,12.399999999999972,238,8.875,[]
124,12.499999999999972,242,9.027777777777777,[]
125,12.599999999999971,243,9.055555555555555,[]
126,12.69999999999997,247,9.25,[]
127,12.79999999999997,246,9.041666666666666,[]
128,12.89999999999997,245,9.027777777777779,[]
129,12.99999999999997,242,8.777777777777777,[]
130,13.09999999999997,235,8.430555555555555,[]
131,13.199999999999969,229,8.083333333333334,[]
132,13.299999999999969,222,7.736111111111111,[]
133,13.399999999999968,219,7.583333333333333,[]
134,13.499999999999968,217,7.416666666666667,[]
135,13.599999999999968,216,7.402777777777778,[]
136,13.699999999999967,215,7.277777777777779,[]
137,13.799999999999967,214,7.236111111111111,[]
138,13.899999999999967,215,7.236111111111111,[]
139,13.999999999999966,214,7.166666666666667,[]
140,14.099999999999966,213,7.055555555555556,[]
141,14.199999999999966,215,7.041666666666667,[]
142,14.299999999999965,218,7.152777777777779,[]
143,14.399999999999965,222,7.305555555555556,[]
144,14.499999999999964,226,7.458333333333333,[]
145,14.599999999999964,230,7.611111111111112,[]
146,14.699999999999964,234,7.763888888888889,[]
147,14.799999999999963,238,7.916666666666667,[]
148,14.899999999999963,242,8.069444444444445,[]
149,14.999999999999963,246,8.222222222222223,[]
150,15.099999999999962,250,8.375,[]
151,15.199999999999962,254,8.527777777777779,[]
152,15.299999999999962,258,8.75,[]
153,15.399999999999961,257,8.569444444444445,[]
154,15.499999999999961,254,8.333333333333334,[]
155,15.59999999999996,250,8.236111111111112,[]
156,15.69999999999996,244,7.875,[]
157,15.79999999999996,240,7.625,[]
158,15.89999999999996,236,7.472222222222221,[]
159,15.99999999999996,232,7.291666666666667,[]
160,16.09999999999996,230,7.152777777777779,[]
161,16.19999999999996,226,7.041666666666667,[]
162,16.29999999999996,224,7.013888888888888,[]
163,16.399999999999963,225,7.125,[]
164,16.499999999999964,225,7.180555555555556,[]
165,16.599999999999966,226,7.277777777777778,[]
166,16.699999999999967,224,7.236111111111112,[]
167,16.79999999999997,225,7.3055555555555545,[]
168,16.89999999999997,226,7.416666666666667,[]
169,16.99999999999997,227,7.5,[]
170,17.099999999999973,228,7.5694444444444455,[]
171,17.199999999999974,229,7.680555555555556,[]
172,17.299999999999976,230,7.722222222222221,[]
173,17.399999999999977,231,7.8055555555555545,[]
174,17.49999999999998,233,7.958333333333333,[]
175,17.59999999999998,237,8.11111111111111,[]
176,17.69999999999998,240,8.277777777777777,[]
177,17.799999999999983,242,8.402777777777777,[]
178,17.899999999999984,246,8.680555555555555,[]
179,17.999999999999986,250,8.75,[]
180,18.099999999999987,254,8.944444444444445,[]
181,18.19999999999999,256,9.083333333333334,[]
182,18.29999999999999,259,9.25,[]
183,18.39999999999999,260,9.347222222222223,[]
184,18.499999999999993,260,9.38888888888889,[]
185,18.599999999999994,260,9.416666666666666,[]
186,18.699999999999996,261,9.444444444444445,[]
187,18.799999999999997,261,9.458333333333334,[]
188,18.9,261,9.48611111111111,[]
189,19.0,261,9.5,[]
190,19.1,262,9.569444444444445,[]
191,19.200000000000003,263,9.625,[]
192,19.300000000000004,262,9.625,[]
193,19.400000000000006,261,9.63888888888889,[]
194,19.500000000000007,262,9.694444444444445,[]
195,19.60000000000001,266,9.902777777777777,[]
196,19.70000000000001,268,10.027777777777777,[]
197,19.80000000000001,272,10.194444444444445,[]
198,19.900000000000013,275,10.333333333333334,[]
199,20.000000000000014,277,10.416666666666666,[]
200,20.100000000000016,280,10.569444444444445,[]
201,20.200000000000017,284,10.763888888888891,[]
202,20.30000000000002,285,10.902777777777779,[]
203,20.40000000000002,283,10.791666666666666,[]
204,20.50000000000002,285,10.777777777777777,[]
205,20.600000000000023,281,10.486111111111112,[]
206,20.700000000000024,274,10.055555555555555,[]
207,20.800000000000026,267,9.86111111111111,[]
208,20.900000000000027,264,9.722222222222221,[]
209,21.00000000000003,258,9.541666666666666,[]
210,21.10000000000003,256,9.444444444444445,[]
211,21.20000000000003,254,9.333333333333334,[]
212,21.300000000000033,250,9.152777777777779,[]
213,21.400000000000034,246,9.13888888888889,[]
214,21.500000000000036,242,8.98611111111111,[]
215,21.600000000000037,240,8.861111111111112,[]
216,21.70000000000004,236,8.652777777777777,[]
217,21.80000000000004,232,8.472222222222221,[]
218,21.90000000000004,228,8.361111111111112,[]
219,22.000000000000043,225,8.263888888888888,[]
220,22.100000000000044,224,8.222222222222223,[]
