,Time,TotalTraffic,AverageTraffic,SpecialVehicles
0,0.1,0,0.0,[]
1,0.2,4,0.15277777777777776,[]
2,0.30000000000000004,7,0.24999999999999997,[]
3,0.4,11,0.38888888888888884,[]
4,0.5,14,0.4861111111111111,[]
5,0.6,14,0.4861111111111111,[]
6,0.7,16,0.5972222222222222,[]
7,0.7999999999999999,18,0.5972222222222222,[]
8,0.8999999999999999,21,0.8194444444444443,[]
9,0.9999999999999999,22,0.763888888888889,[]
10,1.0999999999999999,26,0.8888888888888888,[]
11,1.2,28,0.986111111111111,[]
12,1.3,32,1.0694444444444444,[]
13,1.4000000000000001,36,1.1805555555555556,[]
14,1.5000000000000002,39,1.3333333333333333,[]
15,1.6000000000000003,43,1.4027777777777777,[]
16,1.7000000000000004,45,1.5277777777777777,[]
17,1.8000000000000005,47,1.5555555555555554,[]
18,1.9000000000000006,51,1.6805555555555554,[]
19,2.0000000000000004,53,1.75,[]
20,2.1000000000000005,56,1.8194444444444446,[]
21,2.2000000000000006,60,2.0,[]
22,2.3000000000000007,61,2.013888888888889,[]
23,2.400000000000001,65,2.138888888888889,[]
24,2.500000000000001,67,2.2083333333333335,[]
25,2.600000000000001,71,2.347222222222222,[]
26,2.700000000000001,74,2.4305555555555554,[]
27,2.800000000000001,76,2.486111111111111,[]
28,2.9000000000000012,80,2.638888888888889,[]
29,3.0000000000000013,84,2.777777777777778,[]
30,3.1000000000000014,88,2.902777777777778,[]
31,3.2000000000000015,92,3.0555555555555554,[]
32,3.3000000000000016,95,3.1666666666666665,[]
33,3.4000000000000017,99,3.2916666666666665,[]
34,3.5000000000000018,102,3.388888888888889,[]
35,3.600000000000002,106,3.5694444444444446,[]
36,3.700000000000002,108,3.5833333333333335,[]
37,3.800000000000002,112,3.7083333333333335,[]
38,3.900000000000002,114,3.7916666666666665,[]
39,4.000000000000002,118,3.8888888888888893,[]
40,4.100000000000001,122,4.041666666666667,[]
41,4.200000000000001,126,4.166666666666667,[]
42,4.300000000000001,129,4.263888888888889,[]
43,4.4,132,4.375,[]
44,4.5,134,4.416666666666667,[]
45,4.6,135,4.430555555555556,[]
46,4.699999999999999,137,4.583333333333333,[]
47,4.799999999999999,139,4.569444444444444,[]
48,4.899999999999999,141,4.597222222222222,[]
49,4.999999999999998,145,4.777777777777778,[]
50,5.099999999999998,146,4.805555555555555,[]
51,5.1999999999999975,146,4.736111111111112,[]
52,5.299999999999997,139,4.444444444444445,[]
53,5.399999999999997,136,4.347222222222222,[]
54,5.4999999999999964,129,4.097222222222222,[]
55,5.599999999999996,127,4.041666666666667,[]
56,5.699999999999996,124,4.0,[]
57,5.799999999999995,125,4.111111111111111,[]
58,5.899999999999995,123,4.083333333333333,[]
59,5.999999999999995,122,4.208333333333333,[]
60,6.099999999999994,123,4.111111111111112,[]
61,6.199999999999994,123,4.152777777777778,[]
62,6.299999999999994,124,4.222222222222222,[]
63,6.399999999999993,125,4.277777777777778,[]
64,6.499999999999993,129,4.569444444444445,[]
65,6.5999999999999925,130,4.569444444444445,[]
66,6.699999999999992,128,4.375,[]
67,6.799999999999992,127,4.236111111111112,[]
68,6.8999999999999915,128,4.263888888888889,[]
69,6.999999999999991,126,4.180555555555556,[]
70,7.099999999999991,123,4.069444444444445,[]
71,7.19999999999999,121,3.944444444444444,[]
72,7.29999999999999,119,3.9166666666666665,[]
73,7.39999999999999,115,3.7222222222222228,[]
74,7.499999999999989,114,3.736111111111111,[]
75,7.599999999999989,114,3.736111111111111,[]
76,7.699999999999989,116,3.8888888888888893,[]
77,7.799999999999988,118,3.861111111111111,[]
78,7.899999999999988,121,3.9583333333333335,[]
79,7.999999999999988,125,4.083333333333333,[]
80,8.099999999999987,129,4.222222222222222,[]
81,8.199999999999987,133,4.527777777777778,[]
82,8.299999999999986,135,4.541666666666667,[]
83,8.399999999999986,136,4.625,[]
84,8.499999999999986,138,4.763888888888889,[]
85,8.599999999999985,139,4.861111111111111,[]
86,8.699999999999985,140,4.958333333333333,[]
87,8.799999999999985,141,5.041666666666667,[]
88,8.899999999999984,143,5.125,[]
89,8.999999999999984,147,5.277777777777778,[]
90,9.099999999999984,150,5.458333333333333,[]
91,9.199999999999983,152,5.527777777777779,[]
92,9.299999999999983,156,5.736111111111112,[]
93,9.399999999999983,160,5.9444444444444455,[]
94,9.499999999999982,161,5.972222222222222,[]
95,9.599999999999982,165,6.125,[]
96,9.699999999999982,169,6.3194444444444455,[]
97,9.799999999999981,170,6.388888888888888,[]
98,9.89999999999998,174,6.652777777777779,[]
99,9.99999999999998,177,6.736111111111112,[]
100,10.09999999999998,176,6.722222222222221,[]
101,10.19999999999998,179,6.875,[]
102,10.29999999999998,183,7.0,[]
103,10.399999999999979,186,7.152777777777778,[]
104,10.499999999999979,187,7.111111111111112,[]
105,10.599999999999978,189,7.166666666666667,[]
106,10.699999999999978,190,7.194444444444444,[]
107,10.799999999999978,193,7.3055555555555545,[]
108,10.899999999999977,197,7.430555555555556,[]
109,10.999999999999977,199,7.486111111111112,[]
110,11.099999999999977,203,7.638888888888889,[]
111,11.199999999999976,206,7.722222222222222,[]
112,11.299999999999976,210,7.847222222222222,[]
113,11.399999999999975,214,7.972222222222221,[]
114,11.499999999999975,217,8.166666666666666,[]
115,11.599999999999975,218,8.11111111111111,[]
116,11.699999999999974,218,7.986111111111112,[]
117,11.799999999999974,213,7.75,[]
118,11.899999999999974,207,7.333333333333333,[]
119,11.999999999999973,200,7.111111111111111,[]
120,12.099999999999973,196,6.888888888888889,[]
121,12.199999999999973,192,6.6944444444444455,[]
122,12.299999999999972,191,6.569444444444444,[]
123,12.399999999999972,191,6.569444444444444,[]
124,12.499999999999972,192,6.583333333333333,[]
125,12.599999999999971,191,6.5,[]
126,12.69999999999997,191,6.458333333333333,[]
127,12.79999999999997,190,6.347222222222222,[]
128,12.89999999999997,189,6.25,[]
129,12.99999999999997,189,6.138888888888889,[]
130,13.09999999999997,188,6.125,[]
131,13.199999999999969,185,5.861111111111111,[]
132,13.299999999999969,181,5.597222222222221,[]
133,13.399999999999968,182,5.6805555555555545,[]
134,13.499999999999968,185,5.805555555555556,[]
135,13.599999999999968,186,5.819444444444444,[]
136,13.699999999999967,185,5.763888888888889,[]
137,13.799999999999967,183,5.666666666666667,[]
138,13.899999999999967,181,5.583333333333333,[]
139,13.999999999999966,179,5.5694444444444455,[]
140,14.099999999999966,179,5.472222222222221,[]
141,14.199999999999966,180,5.5,[]
142,14.299999999999965,179,5.486111111111111,[]
143,14.399999999999965,180,5.527777777777778,[]
144,14.499999999999964,181,5.583333333333333,[]
145,14.599999999999964,182,5.611111111111111,[]
146,14.699999999999964,182,5.6805555555555545,[]
147,14.799999999999963,182,5.75,[]
148,14.899999999999963,183,5.819444444444444,[]
149,14.999999999999963,185,5.930555555555556,[]
150,15.099999999999962,187,6.027777777777779,[]
151,15.199999999999962,191,6.291666666666667,[]
152,15.299999999999962,192,6.486111111111111,[]
153,15.399999999999961,191,6.416666666666667,[]
154,15.499999999999961,192,6.513888888888888,[]
155,15.59999999999996,193,6.666666666666667,[]
156,15.69999999999996,194,6.736111111111111,[]
157,15.79999999999996,195,6.8194444444444455,[]
158,15.89999999999996,196,6.930555555555556,[]
159,15.99999999999996,197,7.041666666666667,[]
160,16.09999999999996,198,7.152777777777779,[]
161,16.19999999999996,199,7.25,[]
162,16.29999999999996,200,7.277777777777779,[]
163,16.399999999999963,201,7.375,[]
164,16.499999999999964,203,7.513888888888888,[]
165,16.599999999999966,204,7.625,[]
166,16.699999999999967,206,7.736111111111112,[]
167,16.79999999999997,206,7.75,[]
168,16.89999999999997,207,7.805555555555556,[]
169,16.99999999999997,210,7.930555555555556,[]
170,17.099999999999973,211,7.972222222222222,[]
171,17.199999999999974,211,7.986111111111112,[]
172,17.299999999999976,215,8.208333333333334,[]
173,17.399999999999977,218,8.208333333333334,[]
174,17.49999999999998,221,8.319444444444445,[]
175,17.59999999999998,225,8.430555555555555,[]
176,17.69999999999998,227,8.569444444444445,[]
177,17.799999999999983,229,8.638888888888888,[]
178,17.899999999999984,228,8.708333333333334,[]
179,17.999999999999986,226,8.583333333333334,[]
180,18.099999999999987,230,8.63888888888889,[]
181,18.19999999999999,226,8.541666666666666,[]
182,18.29999999999999,223,8.375,[]
183,18.39999999999999,219,8.180555555555555,[]
184,18.499999999999993,212,7.916666666666667,[]
185,18.599999999999994,208,7.666666666666667,[]
186,18.699999999999996,205,7.555555555555556,[]
187,18.799999999999997,201,7.375,[]
188,18.9,199,7.3055555555555545,[]
189,19.0,196,7.138888888888889,[]
190,19.1,196,7.083333333333333,[]
191,19.200000000000003,195,7.0,[]
192,19.300000000000004,194,7.097222222222221,[]
193,19.400000000000006,195,7.138888888888889,[]
194,19.500000000000007,195,7.152777777777779,[]
195,19.60000000000001,195,7.083333333333333,[]
196,19.70000000000001,192,6.888888888888888,[]
197,19.80000000000001,191,6.791666666666667,[]
198,19.900000000000013,193,6.819444444444444,[]
199,20.000000000000014,195,6.861111111111111,[]
200,20.100000000000016,199,7.027777777777778,[]
201,20.200000000000017,202,7.125,[]
202,20.30000000000002,205,7.236111111111112,[]
203,20.40000000000002,205,7.194444444444444,[]
204,20.50000000000002,206,7.152777777777779,[]
205,20.600000000000023,207,7.152777777777778,[]
206,20.700000000000024,208,7.125,[]
207,20.800000000000026,209,7.152777777777778,[]
208,20.900000000000027,213,7.291666666666667,[]
209,21.00000000000003,217,7.4305555555555545,[]
210,21.10000000000003,220,7.541666666666667,[]
211,21.20000000000003,223,7.652777777777778,[]
212,21.300000000000033,223,7.625,[]
213,21.400000000000034,226,7.694444444444444,[]
214,21.500000000000036,228,7.791666666666667,[]
215,21.600000000000037,229,7.847222222222222,[]
216,21.70000000000004,231,7.944444444444444,[]
217,21.80000000000004,232,7.986111111111112,[]
218,21.90000000000004,232,8.0,[]
219,22.000000000000043,233,8.041666666666666,[]
220,22.100000000000044,234,8.097222222222221,[]
221,22.200000000000045,235,8.11111111111111,[]
